Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
nucleoside_biosynthetic_process(6)&ribonucleoside_biosynthetic_process(7)	87	0.65505	1	1	0.34495	0.000999	0.0072255	0.19021	0.000999	0.00151	33	0.33661	0.62537	0.76525	53	0.083776	0.000999	0.0079587
nucleoside_bisphosphate_biosynthetic_process(6)&ribonucleoside_bisphosphate_biosynthetic_process(7)&purine_nucleoside_bisphosphate_biosynthetic_process(7)	12	0.8217	0.999	1	0.1783	0.001998	0.012017	0.023279	0.000999	0.00151	2	2.7504e-05	0.038961	0.12329	10	0.027929	0.002997	0.018216
nucleoside_bisphosphate_metabolic_process(6)&purine_nucleoside_bisphosphate_metabolic_process(6)&ribonucleoside_bisphosphate_metabolic_process(7)	19	0.83476	1	1	0.16524	0.000999	0.0072255	0.014703	0.000999	0.00151	3	1.8336e-05	0.010989	0.049003	16	0.017456	0.000999	0.0079587
nucleoside_catabolic_process(6)	17	0.76929	0.998	1	0.23071	0.002997	0.016408	0.26955	0.005994	0.0079142	4	0.59228	0.95105	0.97934	13	0.17025	0.18781	0.33786
nucleoside_diphosphatase_activity(7)	21	0.6819	0.99101	1	0.3181	0.00999	0.039912	0.25972	0.000999	0.00151	6	0.31084	0.51349	0.67668	14	0.18494	0.25774	0.41824
nucleoside_diphosphate_catabolic_process(6)	9	0.66788	0.92707	1	0.33212	0.073926	0.18103	0.31539	0.056943	0.065064	2	0.13112	0.28671	0.47104	6	0.26271	0.58042	0.70905
nucleoside_diphosphate_kinase_activity(6)&nucleoside_diphosphate_phosphorylation(7)	17	0.51303	0.61638	1	0.48697	0.38462	0.58859	0.42708	0.13487	0.14752	9	0.48063	0.9041	0.95439	6	0.15578	0.24975	0.40904
nucleoside_diphosphate_metabolic_process(6)	36	0.58313	0.93606	1	0.41687	0.064935	0.16491	0.29251	0.000999	0.00151	15	0.33391	0.57143	0.72418	18	0.1401	0.051948	0.14265
nucleoside_kinase_activity(7)	16	0.50189	0.53247	1	0.49811	0.46853	0.67311	0.073389	0.000999	0.00151	8	0.077163	0.013986	0.058611	8	0.069615	0.036963	0.11228
nucleoside_metabolic_process(5)	183	0.67368	1	1	0.32632	0.000999	0.0072255	0.17694	0.000999	0.00151	62	0.28396	0.22777	0.41111	116	0.08427	0.000999	0.0079587
nucleoside_monophosphate_biosynthetic_process(6)	70	0.59622	0.98801	1	0.40378	0.012987	0.048779	0.15581	0.000999	0.00151	30	0.23642	0.10989	0.25269	39	0.072155	0.000999	0.0079587
nucleoside_monophosphate_metabolic_process(6)	126	0.64299	1	1	0.35701	0.000999	0.0072255	0.17281	0.000999	0.00151	45	0.22642	0.047952	0.14442	76	0.086652	0.000999	0.0079587
nucleoside_phosphate_biosynthetic_process(5)	277	0.56522	1	1	0.43478	0.000999	0.0072255	0.35933	0.000999	0.00151	107	0.30909	0.42258	0.60291	120	0.1372	0.000999	0.0079587
nucleoside_phosphate_catabolic_process(5)	54	0.6266	0.995	1	0.3734	0.005994	0.027147	0.20914	0.000999	0.00151	19	0.22263	0.11489	0.25962	33	0.15344	0.024975	0.085929
nucleoside_phosphate_metabolic_process(5)	464	0.59863	1	1	0.40137	0.000999	0.0072255	0.28746	0.000999	0.00151	173	0.27706	0.063936	0.17418	235	0.12532	0.000999	0.0079587
nucleoside_transmembrane_transport(5)	12	0.58252	0.80519	1	0.41748	0.1958	0.36855	0.20223	0.002997	0.004179	5	0.22422	0.26773	0.45254	6	0.050936	0.052947	0.14456
nucleoside_transmembrane_transporter_activity(4)	13	0.58798	0.82318	1	0.41202	0.17782	0.34406	0.24083	0.001998	0.002859	5	0.22422	0.26773	0.45254	7	0.14423	0.18781	0.33786
nucleoside_transport(5)	16	0.64503	0.94505	1	0.35497	0.055944	0.14691	0.26133	0.004995	0.0066792	5	0.22422	0.26773	0.45254	9	0.1178	0.10689	0.23461
nucleoside_triphosphatase_activity(7)	678	0.47875	0.35065	1	0.52125	0.65035	0.84481	0.19432	0.000999	0.00151	341	0.15798	0.000999	0.0078325	318	0.18515	0.001998	0.013547
nucleoside_triphosphatase_regulator_activity(3)	249	0.46339	0.2038	1	0.53661	0.7972	0.96429	0.19847	0.000999	0.00151	138	0.21135	0.000999	0.0078325	109	0.16746	0.002997	0.018216
nucleoside_triphosphate_biosynthetic_process(6)	58	0.64722	1	1	0.35278	0.000999	0.0072255	0.19535	0.000999	0.00151	22	0.31407	0.48152	0.64902	34	0.071194	0.000999	0.0079587
nucleoside_triphosphate_catabolic_process(6)	12	0.56634	0.77223	1	0.43366	0.22877	0.41266	0.37149	0.086913	0.096836	5	0.39175	0.68831	0.81596	6	0.24986	0.53846	0.67707
nucleoside_triphosphate_diphosphatase_activity(7)	18	0.63486	0.95804	1	0.36514	0.042957	0.1214	0.22244	0.000999	0.00151	7	0.34707	0.6044	0.74905	11	0.14312	0.11988	0.25283
nucleoside_triphosphate_metabolic_process(6)	119	0.67085	1	1	0.32915	0.000999	0.0072255	0.18433	0.000999	0.00151	39	0.25061	0.1039	0.24429	74	0.083259	0.000999	0.0079587
nucleosomal_DNA_binding(5)	26	0.2619	0.003996	0.062086	0.7381	0.997	1	0.14834	0.000999	0.00151	18	0.054222	0.000999	0.0078325	7	0.26871	0.55744	0.69107
nucleosome(4)&DNA_bending_complex(4)	70	0.078809	0.000999	0.0217	0.92119	1	1	0.21704	0.000999	0.00151	54	0.032335	0.000999	0.0078325	5	0.48934	0.94106	0.9693
nucleosome_assembly(6)	84	0.17136	0.000999	0.0217	0.82864	1	1	0.11055	0.000999	0.00151	65	0.020802	0.000999	0.0078325	15	0.26229	0.55544	0.68987
nucleosome_binding(4)	38	0.28893	0.002997	0.048707	0.71107	0.998	1	0.14156	0.000999	0.00151	26	0.072318	0.000999	0.0078325	11	0.22719	0.39061	0.54674
nucleosome_disassembly(5)&protein_DNA_complex_disassembly(6)	13	0.29953	0.038961	0.37899	0.70047	0.96204	1	0.028647	0.000999	0.00151	9	0.0089009	0.000999	0.0078325	4	0.073077	0.15584	0.29857
nucleosome_organization(5)	106	0.21897	0.000999	0.0217	0.78103	1	1	0.1176	0.000999	0.00151	77	0.024018	0.000999	0.0078325	24	0.23402	0.41459	0.56923
nucleotidase_activity(7)	14	0.56813	0.80619	1	0.43187	0.19481	0.36708	0.30699	0.025974	0.031041	6	0.33911	0.58541	0.73521	7	0.18047	0.28571	0.446
nucleotide_biosynthetic_process(6)	275	0.5658	1	1	0.4342	0.000999	0.0072255	0.36195	0.000999	0.00151	106	0.312	0.45654	0.63115	119	0.13835	0.000999	0.0079587
nucleotide_catabolic_process(6)	43	0.60944	0.98501	1	0.39056	0.015984	0.05731	0.17497	0.000999	0.00151	17	0.23339	0.18082	0.3537	26	0.13677	0.024975	0.085929
nucleotide_diphosphatase_activity(7)	19	0.79731	0.999	1	0.20269	0.001998	0.012017	0.15305	0.000999	0.00151	4	0.40069	0.71029	0.8311	15	0.087007	0.014985	0.059584
nucleotide_excision_repair(5)	52	0.3501	0.007992	0.10707	0.6499	0.99301	1	0.11399	0.000999	0.00151	34	0.093206	0.000999	0.0078325	18	0.15324	0.084915	0.20051
nucleotide_excision_repair_complex(4)	12	0.34153	0.11788	0.84714	0.65847	0.88312	1	0.16302	0.000999	0.00151	8	0.13456	0.052947	0.15425	4	0.21993	0.46553	0.61459
nucleotide_kinase_activity(7)	19	0.52672	0.65934	1	0.47328	0.34166	0.53983	0.18801	0.000999	0.00151	10	0.27937	0.35564	0.54215	9	0.086498	0.053946	0.14693
nucleotide_metabolic_process(6)	455	0.59746	1	1	0.40254	0.000999	0.0072255	0.28768	0.000999	0.00151	171	0.2803	0.08991	0.21944	229	0.12211	0.000999	0.0079587
nucleotide_phosphatase_activity_acting_on_free_nucleotides(7)	25	0.69174	0.997	1	0.30826	0.003996	0.020197	0.15645	0.000999	0.00151	8	0.28113	0.38462	0.5693	17	0.097772	0.013986	0.05669
nucleotide_phosphorylation(7)	29	0.52192	0.71528	1	0.47808	0.28571	0.47859	0.30683	0.003996	0.0054487	15	0.36939	0.71928	0.83678	12	0.11311	0.062937	0.16337
nucleotide_receptor_activity(6)&purinergic_nucleotide_receptor_activity(7)	20	0.52276	0.67033	1	0.47724	0.33067	0.52731	0.44892	0.17483	0.18868	9	0.43574	0.84016	0.9145	10	0.40567	0.92507	0.95919
nucleotide_sugar_metabolic_process(5)	23	0.67345	0.98901	1	0.32655	0.011988	0.045744	0.12016	0.000999	0.00151	7	0.12447	0.05994	0.16711	16	0.11828	0.034965	0.10813
nucleotide_transmembrane_transport(5)	11	0.67464	0.95405	1	0.32536	0.046953	0.1298	0.22743	0.008991	0.011567	4	0.37431	0.66134	0.79556	6	0.00074234	0.003996	0.02234
nucleotide_transmembrane_transporter_activity(6)	14	0.74808	0.995	1	0.25192	0.005994	0.027147	0.18174	0.000999	0.00151	4	0.37431	0.66134	0.79556	9	0.0052437	0.001998	0.013547
nucleotide_transport(5)	19	0.78616	0.999	1	0.21384	0.001998	0.012017	0.22447	0.000999	0.00151	4	0.37431	0.66134	0.79556	13	0.059057	0.00999	0.044332
nucleotidyltransferase_activity(5)	109	0.46011	0.25874	1	0.53989	0.74226	0.92243	0.17617	0.000999	0.00151	59	0.16598	0.000999	0.0078325	49	0.17163	0.035964	0.1101
nucleus_localization(5)	24	0.48025	0.50649	1	0.51975	0.49451	0.70083	0.12192	0.000999	0.00151	12	0.08406	0.005994	0.031404	11	0.083403	0.035964	0.1101
nucleus_organization(4)	91	0.45555	0.25375	1	0.54445	0.74725	0.92709	0.20088	0.000999	0.00151	44	0.088772	0.000999	0.0078325	40	0.18435	0.086913	0.20329
occluding_junction(4)&tight_junction(5)	107	0.57546	0.98701	1	0.42454	0.013986	0.051494	0.25238	0.000999	0.00151	44	0.25904	0.14086	0.29655	54	0.12235	0.000999	0.0079587
octanoyltransferase_activity(6)	35	0.56822	0.88112	1	0.43178	0.11988	0.26032	0.23235	0.000999	0.00151	15	0.2454	0.21678	0.39729	16	0.028199	0.000999	0.0079587
odontogenesis(5)	94	0.52851	0.85315	1	0.47149	0.14785	0.3021	0.39467	0.000999	0.00151	39	0.32825	0.59441	0.74134	40	0.23244	0.36563	0.52428
odontogenesis_of_dentin_containing_tooth(6)	71	0.57639	0.98002	1	0.42361	0.020979	0.070653	0.41987	0.006993	0.0091344	24	0.32015	0.53447	0.69433	32	0.22273	0.28472	0.44454
odorant_binding(3)	335	0.56525	1	1	0.43475	0.000999	0.0072255	0.97721	1	1	9	0.70626	0.998	1	9	0.44526	0.95504	0.97679
olfactory_bulb_development(4)	39	0.53933	0.80819	1	0.46067	0.19281	0.36393	0.34014	0.006993	0.0091344	13	0.10401	0.006993	0.035523	18	0.21741	0.32767	0.48859
olfactory_bulb_interneuron_differentiation(5)	19	0.63482	0.95005	1	0.36518	0.050949	0.13717	0.39899	0.07992	0.089505	5	0.23559	0.29471	0.48004	9	0.15588	0.1988	0.35149
olfactory_lobe_development(4)	41	0.51355	0.67532	1	0.48645	0.32567	0.5212	0.33466	0.001998	0.002859	15	0.1205	0.010989	0.049003	18	0.21741	0.32767	0.48859
oligodendrocyte_development(6)	29	0.66271	0.995	1	0.33729	0.005994	0.027147	0.30035	0.002997	0.004179	9	0.37898	0.7043	0.82596	19	0.22628	0.36164	0.5209
oligodendrocyte_differentiation(6)	78	0.61416	0.996	1	0.38584	0.004995	0.023727	0.33397	0.000999	0.00151	26	0.30391	0.42258	0.60291	43	0.21275	0.21778	0.37504
oligopeptide_transport(6)	12	0.55738	0.74625	1	0.44262	0.25475	0.44228	0.087712	0.000999	0.00151	5	0.042966	0.01998	0.076705	7	0.11967	0.13387	0.27073
oligosaccharide_biosynthetic_process(6)	10	0.71695	0.96304	1	0.28305	0.037962	0.11026	0.39999	0.16184	0.17557	2	0.36775	0.56344	0.71677	6	0.21072	0.40759	0.56263
oligosaccharide_metabolic_process(5)	33	0.63298	0.98801	1	0.36702	0.012987	0.048779	0.24423	0.000999	0.00151	11	0.22902	0.22278	0.4045	19	0.13372	0.035964	0.1101
oligosaccharyl_transferase_activity(6)	61	0.46287	0.32268	1	0.53713	0.67832	0.86804	0.35436	0.000999	0.00151	31	0.2965	0.36064	0.54652	26	0.324	0.88911	0.93464
omega_peptidase_activity(7)	21	0.44675	0.32368	1	0.55325	0.67732	0.86743	0.18505	0.000999	0.00151	11	0.12043	0.027972	0.096966	10	0.25614	0.52747	0.66828
one_carbon_compound_transport(4)	13	0.37234	0.14585	0.96356	0.62766	0.85514	1	0.28062	0.011988	0.015078	7	0.1314	0.067932	0.18115	4	0.18207	0.37463	0.53137
one_carbon_metabolic_process(4)	31	0.56557	0.88212	1	0.43443	0.11888	0.25873	0.18417	0.000999	0.00151	13	0.1786	0.066933	0.17935	17	0.14044	0.062937	0.16337
oocyte_development(5)	41	0.41855	0.13986	0.94536	0.58145	0.86114	1	0.36078	0.002997	0.004179	21	0.24412	0.14885	0.30803	13	0.20504	0.31668	0.47763
oocyte_differentiation(4)	44	0.4324	0.17383	1	0.5676	0.82717	0.98614	0.3711	0.002997	0.004179	23	0.28969	0.36064	0.54652	14	0.19039	0.27073	0.4326
oocyte_maturation(4)	24	0.4018	0.14785	0.97102	0.5982	0.85315	1	0.31465	0.006993	0.0091344	13	0.20873	0.13786	0.29236	8	0.22975	0.44356	0.59532
oogenesis(5)	75	0.44539	0.21079	1	0.55461	0.79021	0.95894	0.413	0.002997	0.004179	38	0.32732	0.59141	0.73968	27	0.31619	0.85914	0.91872
opsonin_binding(4)	12	0.67196	0.95405	1	0.32804	0.046953	0.1298	0.25036	0.008991	0.011567	4	0.39144	0.69231	0.81765	8	0.17982	0.27872	0.43991
optic_nerve_development(6)	9	0.54152	0.7013	1	0.45848	0.2997	0.49364	0.37238	0.12488	0.13706	3	0.16929	0.25275	0.43865	5	0.36871	0.77323	0.85584
organ_formation(4)	64	0.56924	0.95904	1	0.43076	0.041958	0.11918	0.3648	0.002997	0.004179	26	0.36734	0.78022	0.87565	30	0.19321	0.12987	0.26513
organ_growth(3)	150	0.53608	0.94605	1	0.46392	0.054945	0.14485	0.29095	0.000999	0.00151	61	0.2063	0.003996	0.023011	71	0.18392	0.025974	0.088773
organ_induction(4)	25	0.53671	0.73127	1	0.46329	0.26973	0.45985	0.41948	0.067932	0.076758	11	0.40708	0.83417	0.91035	9	0.11214	0.094905	0.21551
organ_maturation(5)	19	0.48031	0.46454	1	0.51969	0.53646	0.73952	0.28425	0.004995	0.0066792	10	0.28459	0.37762	0.56243	8	0.19434	0.31568	0.47698
organ_or_tissue_specific_immune_response(4)	27	0.31165	0.010989	0.13812	0.68835	0.99001	1	0.33319	0.00999	0.012739	16	0.16663	0.041958	0.13079	7	0.33289	0.73926	0.83173
organ_regeneration(5)	16	0.6045	0.88312	1	0.3955	0.11788	0.25714	0.1113	0.000999	0.00151	6	0.076332	0.030969	0.10427	9	0.035873	0.015984	0.062081
organellar_large_ribosomal_subunit(4)&mitochondrial_large_ribosomal_subunit(5)	25	0.88891	1	1	0.11109	0.000999	0.0072255	0.19262	0.000999	0.00151	2	0.81525	0.96503	0.98615	23	0.13848	0.038961	0.1166
organellar_ribosome(3)&mitochondrial_ribosome(4)	59	0.82376	1	1	0.17624	0.000999	0.0072255	0.14482	0.000999	0.00151	9	0.31936	0.53746	0.69605	50	0.11341	0.000999	0.0079587
organellar_small_ribosomal_subunit(4)&mitochondrial_small_ribosomal_subunit(5)	22	0.77697	0.999	1	0.22303	0.001998	0.012017	0.11286	0.000999	0.00151	4	0.083718	0.1009	0.23867	18	0.11934	0.018981	0.070961
organelle_assembly(4)	428	0.41776	0.001998	0.036541	0.58224	0.999	1	0.22622	0.000999	0.00151	248	0.19634	0.000999	0.0078325	162	0.18599	0.003996	0.02234
organelle_disassembly(5)	175	0.55012	0.98901	1	0.44988	0.011988	0.045744	0.20938	0.000999	0.00151	79	0.22963	0.014985	0.061714	87	0.10919	0.000999	0.0079587
organelle_envelope_lumen(3)	70	0.65567	1	1	0.34433	0.000999	0.0072255	0.16436	0.000999	0.00151	22	0.14466	0.007992	0.039604	45	0.11828	0.001998	0.013547
organelle_fission(4)	506	0.33078	0.000999	0.0217	0.66922	1	1	0.18853	0.000999	0.00151	322	0.11069	0.000999	0.0078325	157	0.20861	0.033966	0.10651
organelle_fusion(4)	120	0.60097	0.999	1	0.39903	0.001998	0.012017	0.227	0.000999	0.00151	50	0.31269	0.49351	0.65919	69	0.15369	0.002997	0.018216
organelle_inheritance(4)	13	0.4458	0.35065	1	0.5542	0.65035	0.84481	0.090185	0.000999	0.00151	7	0.054515	0.011988	0.051565	6	0.1318	0.19081	0.3416
organelle_inner_membrane(4)	390	0.7778	1	1	0.2222	0.000999	0.0072255	0.12837	0.000999	0.00151	86	0.25111	0.045954	0.14004	294	0.06282	0.000999	0.0079587
organelle_localization(4)	362	0.48803	0.56444	1	0.51197	0.43656	0.64076	0.21951	0.000999	0.00151	184	0.20933	0.000999	0.0078325	168	0.1842	0.000999	0.0079587
organelle_membrane_contact_site(3)	10	0.77987	0.995	1	0.22013	0.005994	0.027147	0.23296	0.00999	0.012739	2	0.48176	0.78721	0.88098	8	0.17076	0.24276	0.40112
organelle_membrane_fusion(5)	103	0.55538	0.96603	1	0.44462	0.034965	0.10412	0.24483	0.000999	0.00151	48	0.30745	0.44755	0.62271	54	0.17519	0.03996	0.11817
organelle_outer_membrane(4)	149	0.63402	1	1	0.36598	0.000999	0.0072255	0.17349	0.000999	0.00151	54	0.21712	0.017982	0.070993	90	0.10139	0.000999	0.0079587
organelle_subcompartment(4)	50	0.59471	0.97902	1	0.40529	0.021978	0.073501	0.17155	0.000999	0.00151	20	0.20122	0.064935	0.17611	30	0.15178	0.033966	0.10651
organelle_transport_along_microtubule(7)	30	0.59291	0.93806	1	0.40709	0.062937	0.16105	0.2215	0.000999	0.00151	12	0.25917	0.27373	0.45873	18	0.19639	0.21878	0.37618
organic_acid_binding(4)	168	0.69707	1	1	0.30293	0.000999	0.0072255	0.22422	0.000999	0.00151	44	0.22213	0.037962	0.12093	113	0.14952	0.000999	0.0079587
organic_acid_biosynthetic_process(5)&carboxylic_acid_biosynthetic_process(6)	243	0.64919	1	1	0.35081	0.000999	0.0072255	0.15702	0.000999	0.00151	83	0.18122	0.000999	0.0078325	148	0.075098	0.000999	0.0079587
organic_acid_catabolic_process(5)&carboxylic_acid_catabolic_process(6)	158	0.8455	1	1	0.1545	0.000999	0.0072255	0.099327	0.000999	0.00151	26	0.30979	0.46054	0.63431	128	0.028431	0.000999	0.0079587
organic_acid_sodium_symporter_activity(6)	27	0.71839	0.998	1	0.28161	0.002997	0.016408	0.24296	0.000999	0.00151	7	0.28877	0.42757	0.60654	17	0.090503	0.011988	0.051
organic_acid_transmembrane_transport(5)	122	0.57743	0.995	1	0.42257	0.005994	0.027147	0.20289	0.000999	0.00151	51	0.21815	0.025974	0.092983	62	0.07462	0.000999	0.0079587
organic_acid_transmembrane_transporter_activity(5)	113	0.60471	0.999	1	0.39529	0.001998	0.012017	0.21106	0.000999	0.00151	44	0.23442	0.063936	0.17418	60	0.075584	0.000999	0.0079587
organic_acid_transport(4)	248	0.62479	1	1	0.37521	0.000999	0.0072255	0.26372	0.000999	0.00151	86	0.26197	0.073926	0.19111	137	0.13047	0.000999	0.0079587
organic_anion_transmembrane_transporter_activity(7)	143	0.58045	0.999	1	0.41955	0.001998	0.012017	0.23368	0.000999	0.00151	57	0.22504	0.017982	0.070993	75	0.12785	0.000999	0.0079587
organic_anion_transport(6)	339	0.60672	1	1	0.39328	0.000999	0.0072255	0.26037	0.000999	0.00151	121	0.23557	0.004995	0.026952	187	0.15381	0.000999	0.0079587
organic_cation_transmembrane_transporter_activity(7)	27	0.58775	0.91908	1	0.41225	0.081918	0.19443	0.23793	0.000999	0.00151	9	0.081129	0.017982	0.070993	14	0.12099	0.055944	0.1509
organic_cation_transport(6)	29	0.60812	0.95704	1	0.39188	0.043956	0.12365	0.24327	0.000999	0.00151	9	0.081157	0.017982	0.070993	16	0.14527	0.088911	0.20652
organic_cyclic_compound_catabolic_process(5)	304	0.49722	0.71329	1	0.50278	0.28771	0.48134	0.19467	0.000999	0.00151	143	0.13831	0.000999	0.0078325	149	0.1839	0.002997	0.018216
organic_hydroxy_compound_biosynthetic_process(5)	186	0.62817	1	1	0.37183	0.000999	0.0072255	0.22765	0.000999	0.00151	65	0.23608	0.027972	0.096966	108	0.12961	0.000999	0.0079587
organic_hydroxy_compound_catabolic_process(5)	56	0.67492	1	1	0.32508	0.000999	0.0072255	0.23172	0.000999	0.00151	16	0.21306	0.13187	0.28443	35	0.13049	0.007992	0.037427
organic_hydroxy_compound_metabolic_process(4)	409	0.65065	1	1	0.34935	0.000999	0.0072255	0.23452	0.000999	0.00151	132	0.24206	0.004995	0.026952	243	0.12332	0.000999	0.0079587
organic_hydroxy_compound_transmembrane_transporter_activity(4)	47	0.67056	0.999	1	0.32944	0.001998	0.012017	0.32741	0.000999	0.00151	11	0.15231	0.056943	0.16193	27	0.17455	0.1029	0.22839
organic_hydroxy_compound_transport(4)	197	0.65341	1	1	0.34659	0.000999	0.0072255	0.32247	0.000999	0.00151	58	0.28843	0.28172	0.46674	108	0.14628	0.000999	0.0079587
organonitrogen_compound_biosynthetic_process(5)	542	0.57652	1	1	0.42348	0.000999	0.0072255	0.28534	0.000999	0.00151	210	0.25192	0.001998	0.013454	268	0.14085	0.000999	0.0079587
organonitrogen_compound_catabolic_process(5)	200	0.65237	1	1	0.34763	0.000999	0.0072255	0.19956	0.000999	0.00151	68	0.23966	0.021978	0.082248	118	0.081486	0.000999	0.0079587
organophosphate_biosynthetic_process(5)	440	0.57791	1	1	0.42209	0.000999	0.0072255	0.28951	0.000999	0.00151	170	0.25606	0.012987	0.055116	213	0.12608	0.000999	0.0079587
organophosphate_catabolic_process(5)	118	0.62736	1	1	0.37264	0.000999	0.0072255	0.21218	0.000999	0.00151	42	0.22686	0.04995	0.14843	68	0.11043	0.000999	0.0079587
organophosphate_ester_transmembrane_transporter_activity(5)	16	0.75575	0.998	1	0.24425	0.002997	0.016408	0.20762	0.001998	0.002859	4	0.37431	0.66134	0.79556	11	0.074979	0.024975	0.085929
organophosphate_ester_transport(4)	78	0.64766	0.999	1	0.35234	0.001998	0.012017	0.20177	0.000999	0.00151	25	0.18593	0.024975	0.090083	48	0.12688	0.000999	0.0079587
ornithine_metabolic_process(6)	10	0.55783	0.72727	1	0.44217	0.27373	0.46477	0.1422	0.000999	0.00151	4	0.057869	0.068931	0.18279	5	0.038112	0.071928	0.1788
ossification(4)	354	0.55159	1	1	0.44841	0.000999	0.0072255	0.2988	0.000999	0.00151	146	0.26229	0.023976	0.087328	172	0.18304	0.001998	0.013547
ossification_involved_in_bone_maturation(5)	14	0.48714	0.54246	1	0.51286	0.45854	0.66216	0.24291	0.006993	0.0091344	7	0.21902	0.24276	0.42809	6	0.1446	0.22078	0.37835
osteoblast_development(5)	17	0.6768	0.98402	1	0.3232	0.016983	0.060248	0.31963	0.01998	0.024267	4	0.21719	0.31768	0.50623	11	0.23317	0.41459	0.56923
osteoblast_differentiation(5)	199	0.55697	0.996	1	0.44303	0.004995	0.023727	0.29253	0.000999	0.00151	80	0.24827	0.042957	0.1334	100	0.19353	0.023976	0.083566
osteoblast_proliferation(4)	24	0.51212	0.65435	1	0.48788	0.34665	0.54593	0.23789	0.000999	0.00151	13	0.31889	0.52248	0.68394	11	0.14215	0.11788	0.25012
osteoclast_development(5)	10	0.43779	0.36663	1	0.56221	0.63437	0.83113	0.2246	0.008991	0.011567	6	0.25014	0.34565	0.53313	4	0.18628	0.38961	0.54625
osteoclast_differentiation(8)	84	0.5604	0.96903	1	0.4396	0.031968	0.097843	0.28314	0.000999	0.00151	33	0.22673	0.065934	0.17796	43	0.19305	0.12188	0.25536
otic_vesicle_development(5)	12	0.43046	0.33367	1	0.56954	0.66733	0.85988	0.32204	0.03996	0.046692	7	0.30961	0.48951	0.65556	4	0.1743	0.34565	0.50593
otic_vesicle_morphogenesis(6)	9	0.51728	0.63536	1	0.48272	0.36563	0.56625	0.29677	0.047952	0.055384	4	0.24342	0.36863	0.55373	4	0.1743	0.34565	0.50593
outer_membrane(3)	153	0.63672	1	1	0.36328	0.000999	0.0072255	0.1698	0.000999	0.00151	55	0.21317	0.007992	0.039604	93	0.099522	0.000999	0.0079587
outflow_tract_morphogenesis(4)	64	0.51377	0.7023	1	0.48623	0.2987	0.49333	0.31041	0.001998	0.002859	29	0.26661	0.21978	0.40069	29	0.21153	0.23077	0.3888
outflow_tract_septum_morphogenesis(5)	15	0.68566	0.97802	1	0.31434	0.022977	0.076084	0.44537	0.1968	0.21114	3	0.35606	0.61638	0.7594	9	0.29026	0.64136	0.75951
outward_rectifier_potassium_channel_activity(10)	11	0.51944	0.64336	1	0.48056	0.35764	0.55735	0.4457	0.23277	0.24759	4	0.28642	0.45055	0.62545	6	0.4595	0.94106	0.9693
ovarian_follicle_development(4)	58	0.47197	0.43556	1	0.52803	0.56543	0.76624	0.38329	0.002997	0.004179	28	0.3132	0.49151	0.65718	20	0.17305	0.14286	0.28301
ovulation(4)	22	0.49619	0.53347	1	0.50381	0.46753	0.67225	0.42466	0.0999	0.11068	8	0.20081	0.16783	0.33466	9	0.30401	0.69431	0.80053
ovulation_cycle(3)	87	0.49279	0.58442	1	0.50721	0.41658	0.62053	0.36871	0.000999	0.00151	38	0.26387	0.18182	0.35492	33	0.18336	0.086913	0.20329
ovulation_cycle_process(3)	81	0.48925	0.54346	1	0.51075	0.45754	0.66186	0.36809	0.000999	0.00151	36	0.26939	0.2008	0.37912	30	0.17059	0.073926	0.18255
